,Tweet,Created_at,Positive,Negative,Neutral,Currencies,Tweeted_day_Open,Tweeted_day_High,Tweeted_day_Low,Tweeted_day_Close,Tweeted_day_Volume,Prev_30days_Open,Prev_30days_High,Prev_30days_Low,Prev_30days_Close,Prev_30days_Volume,Next_7days_Open,Next_7days_High,Next_7days_Low,Next_7days_Close,Next_7days_Volume,Next_30days_Open,Next_30days_High,Next_30days_Low,Next_30days_Close,Next_30days_Volume
207,"Ta gurus are triggered today.

Their lines didnt work.

27 k /27.5  k would be the perfect entry after this 31 k hit.

Lets wait and see 🔮

#btc $btc",2023-06-21T17:18:19.000Z,0.129,0.0,0.871,BTC,28311.310546875,30737.330078125,28283.41015625,30027.296875,33346760979,26749.892578125,27045.734375,26549.734375,26851.27734375,11056770492,30696.560546875,30703.279296875,29921.822265625,30086.24609375,14571500779,29805.111328125,30045.998046875,29733.8515625,29908.744140625,10972789818
208,$opti season soon. https://t.co/fgCuY3erWL https://t.co/eom3uNtlPt,2023-06-21T17:04:25.000Z,0.0,0.0,1.0,OPTI,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
209,"$INJ Will likely trade above $10 once btc runs towards 35 k

Few https://t.co/abVRHFgwgA",2023-06-21T16:56:29.000Z,0.0,0.0,1.0,INJ,6.739924907684326,7.385275840759277,6.698915958404541,7.158455848693848,84160240,6.736506938934326,6.941349983215332,6.587463855743408,6.6749138832092285,47090490,7.593358993530273,7.73054313659668,7.2394490242004395,7.406785011291504,55719961,9.288106918334961,9.476618766784668,8.986197471618652,8.994866371154785,31533065
210,"Incase we retrace now. I would say 27.5 k would be a perfect entry.

Imo if we get the oppurtunity. Otherwise i have bad news for the side lined gurus.

See you at 35 k $btc https://t.co/GkK0UOy7It",2023-06-21T16:47:32.000Z,0.099,0.094,0.806,BTC,28311.310546875,30737.330078125,28283.41015625,30027.296875,33346760979,26749.892578125,27045.734375,26549.734375,26851.27734375,11056770492,30696.560546875,30703.279296875,29921.822265625,30086.24609375,14571500779,29805.111328125,30045.998046875,29733.8515625,29908.744140625,10972789818
211,"$ATOR New ath

Marketcap 25 mil
The room for growth is huge.

Send it to $1 https://t.co/5zpHoopGUD https://t.co/Nb8QAUtfUR",2023-06-21T15:21:20.000Z,0.234,0.0,0.766,ATOR,0.32607099413871765,0.38871699571609497,0.3255099952220917,0.3595069944858551,833980,0.13844799995422363,0.13850900530815125,0.13352200388908386,0.13701899349689484,327353,0.42140400409698486,0.4372499883174896,0.3894529938697815,0.4295789897441864,508055,0.3648819923400879,0.3693619966506958,0.3141629993915558,0.334087997674942,758549
212,"My alts are outperforming $btc

Your holding the wrong ones.

Few https://t.co/4DnFY8X2bW",2023-06-21T15:16:40.000Z,0.0,0.22,0.78,BTC,28311.310546875,30737.330078125,28283.41015625,30027.296875,33346760979,26749.892578125,27045.734375,26549.734375,26851.27734375,11056770492,30696.560546875,30703.279296875,29921.822265625,30086.24609375,14571500779,29805.111328125,30045.998046875,29733.8515625,29908.744140625,10972789818
213,"$INJ $WOO $FET

Outperforming $btc

Probably nothing.

🔮📈",2023-06-21T15:03:05.000Z,0.0,0.0,1.0,INJ,6.739924907684326,7.385275840759277,6.698915958404541,7.158455848693848,84160240,6.736506938934326,6.941349983215332,6.587463855743408,6.6749138832092285,47090490,7.593358993530273,7.73054313659668,7.2394490242004395,7.406785011291504,55719961,9.288106918334961,9.476618766784668,8.986197471618652,8.994866371154785,31533065
214,"$INJ $WOO $FET

Outperforming $btc

Probably nothing.

🔮📈",2023-06-21T15:03:05.000Z,0.0,0.0,1.0,WOO,0.20459400117397308,0.21803399920463562,0.20363999903202057,0.21453699469566345,18079084,0.22256499528884888,0.22404399514198303,0.21787799894809723,0.22361400723457336,10481435,0.2284339964389801,0.22946199774742126,0.208297997713089,0.21427400410175323,16322187,0.21325500309467316,0.21750999987125397,0.21155300736427307,0.21581900119781494,6687576
215,"$INJ $WOO $FET

Outperforming $btc

Probably nothing.

🔮📈",2023-06-21T15:03:05.000Z,0.0,0.0,1.0,BTC,28311.310546875,30737.330078125,28283.41015625,30027.296875,33346760979,26749.892578125,27045.734375,26549.734375,26851.27734375,11056770492,30696.560546875,30703.279296875,29921.822265625,30086.24609375,14571500779,29805.111328125,30045.998046875,29733.8515625,29908.744140625,10972789818
216,"$INJ $WOO $FET

Outperforming $btc

Probably nothing.

🔮📈",2023-06-21T15:03:05.000Z,0.0,0.0,1.0,FET,0.19929899275302887,0.22787299752235413,0.19929899275302887,0.22348199784755707,69348880,0.2432290017604828,0.24476100504398346,0.23497499525547028,0.24002699553966522,31591209,0.2339950054883957,0.23425699770450592,0.21170899271965027,0.21441499888896942,36907642,0.22261099517345428,0.2262600064277649,0.221327006816864,0.22499799728393555,17185350
217,"First they laughed cauz $btc dipped slightly lower then i expected. But the bigger picture ramains intact.

Uncle wizz Will be right again

Keep fading https://t.co/CeCUugAf2E https://t.co/jKSIC79frq",2023-06-21T14:56:12.000Z,0.147,0.051,0.803,BTC,28311.310546875,30737.330078125,28283.41015625,30027.296875,33346760979,26749.892578125,27045.734375,26549.734375,26851.27734375,11056770492,30696.560546875,30703.279296875,29921.822265625,30086.24609375,14571500779,29805.111328125,30045.998046875,29733.8515625,29908.744140625,10972789818
218,"Read the replies.

Moonboys in disbelief. 

Wizz did it again.

#btc $btc https://t.co/BYBGypHXEl",2023-06-21T03:43:31.000Z,0.0,0.0,1.0,BTC,28311.310546875,30737.330078125,28283.41015625,30027.296875,33346760979,26749.892578125,27045.734375,26549.734375,26851.27734375,11056770492,30696.560546875,30703.279296875,29921.822265625,30086.24609375,14571500779,29805.111328125,30045.998046875,29733.8515625,29908.744140625,10972789818
219,"GM

Say no more
$btc https://t.co/FrNrVeFQhV https://t.co/SfoaF8whyS",2023-06-21T03:35:46.000Z,0.0,0.268,0.732,BTC,28311.310546875,30737.330078125,28283.41015625,30027.296875,33346760979,26749.892578125,27045.734375,26549.734375,26851.27734375,11056770492,30696.560546875,30703.279296875,29921.822265625,30086.24609375,14571500779,29805.111328125,30045.998046875,29733.8515625,29908.744140625,10972789818
220,"Everyone files for an $btc ETF

But you sold the binance fud bottom didnt you anonn? https://t.co/1N9jEr6JIR",2023-06-20T22:43:59.000Z,0.0,0.142,0.858,BTC,26841.6640625,28388.96875,26668.791015625,28327.48828125,22211859147,27118.423828125,27265.91796875,26706.921875,26753.826171875,8647416921,30274.3203125,31006.787109375,30236.650390625,30688.1640625,16428827944,29915.25,30195.53125,29638.095703125,29792.015625,14655207121
221,"$Inj getting send.

🔮 https://t.co/ojFnGEnsT2",2023-06-20T21:35:03.000Z,0.0,0.0,1.0,INJ,6.150424003601074,6.752048969268799,6.052045822143555,6.741078853607178,56001444,7.224928855895996,7.281261920928955,6.708960056304932,6.737105846405029,52648483,7.358370780944824,7.825385093688965,7.356497764587402,7.595119953155518,56080226,8.973335266113281,9.375985145568848,8.942355155944824,9.28732681274414,59020055
222,"$FET Will lead the AI run. And it Will be the biggest catalyst in the next bullrun.

Few https://t.co/bM9ZLyVHT5",2023-06-20T21:04:00.000Z,0.0,0.0,1.0,FET,0.18938300013542175,0.19955499470233917,0.18267400562763214,0.1993200033903122,32274029,0.25884899497032166,0.2589380145072937,0.24213500320911407,0.24318599700927734,37588351,0.21983499825000763,0.23700900375843048,0.21937400102615356,0.23398199677467346,51781591,0.22528299689292908,0.23130500316619873,0.220769003033638,0.22261400520801544,26159716
223,"$PROPC

Invested in this one. Backed by millions of real estate. Based in dubai. Working product and staked team

Holding this longterm 🧠 https://t.co/7IaMoX1X8Q",2023-06-20T20:35:09.000Z,0.048,0.0,0.952,PROPC,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
224,"$woo teleport season didnt even start

Few https://t.co/MhaO0PGT1D",2023-06-20T20:25:50.000Z,0.0,0.0,1.0,WOO,0.18779699504375458,0.2057269960641861,0.17899900674819946,0.20459400117397308,13279018,0.2298319935798645,0.2298790067434311,0.2205740064382553,0.22255000472068787,10335788,0.2069229930639267,0.2294439971446991,0.20582300424575806,0.22847600281238556,21832399,0.21250900626182556,0.2172829955816269,0.20995600521564484,0.21326300501823425,10032815
225,"Soon we Will be trading above 30 k and you all sold the bottom

Keep fading

$btc",2023-06-20T18:35:22.000Z,0.0,0.0,1.0,BTC,26841.6640625,28388.96875,26668.791015625,28327.48828125,22211859147,27118.423828125,27265.91796875,26706.921875,26753.826171875,8647416921,30274.3203125,31006.787109375,30236.650390625,30688.1640625,16428827944,29915.25,30195.53125,29638.095703125,29792.015625,14655207121
226,"Keep fading uncle wizz but we r getting there.

$btc https://t.co/TRdcGkgqhP https://t.co/SfoaF8wPoq",2023-06-20T16:42:21.000Z,0.0,0.0,1.0,BTC,26841.6640625,28388.96875,26668.791015625,28327.48828125,22211859147,27118.423828125,27265.91796875,26706.921875,26753.826171875,8647416921,30274.3203125,31006.787109375,30236.650390625,30688.1640625,16428827944,29915.25,30195.53125,29638.095703125,29792.015625,14655207121
227,"Keep selling to those guys. 
I rather sell at a much higher price.

Patience $btc https://t.co/0wFX70iZYj",2023-06-20T16:19:36.000Z,0.0,0.0,1.0,BTC,26841.6640625,28388.96875,26668.791015625,28327.48828125,22211859147,27118.423828125,27265.91796875,26706.921875,26753.826171875,8647416921,30274.3203125,31006.787109375,30236.650390625,30688.1640625,16428827944,29915.25,30195.53125,29638.095703125,29792.015625,14655207121
228,Send $inj to $7 https://t.co/jtryxhaML0,2023-06-19T18:38:18.000Z,0.0,0.0,1.0,INJ,5.980762958526611,6.2685370445251465,5.886748790740967,6.15093994140625,32914785,7.022113800048828,7.508918762207031,6.941178798675537,7.225315093994141,74987257,6.976367950439453,7.693317890167236,6.836150169372559,7.358222961425781,93272994,8.912936210632324,9.208966255187988,8.881417274475098,8.97421932220459,35142169
229,We Will teleport soon to 28.5 k $btc,2023-06-18T19:04:57.000Z,0.0,0.0,1.0,BTC,26510.45703125,26675.92578125,26325.890625,26336.212890625,9565695129,26826.75390625,27128.619140625,26700.2109375,26890.12890625,11258983301,30545.150390625,31041.271484375,30327.943359375,30480.26171875,12703464114,30147.0703125,30233.65625,29556.427734375,29856.5625,13138897269
230,"$MTRG bounced from supportzone.

Longterm hodl. Send it higher 📈🖍 https://t.co/Z6toVb7A7H",2023-06-18T11:30:06.000Z,0.0,0.0,1.0,MTRG,1.933066964149475,2.214600086212158,1.925130009651184,2.0222549438476562,285083,2.3167459964752197,2.3387389183044434,2.2536098957061768,2.2830560207366943,105659,2.0490260124206543,2.2362430095672607,2.0482640266418457,2.230211019515991,124332,1.938060998916626,1.9475009441375732,1.8622889518737793,1.863142967224121,149693
231,"$BOB $OPTI

community 📈🖍 https://t.co/mFP4oV30Bc",2023-06-18T10:20:18.000Z,0.0,0.0,1.0,BOB,0.0034370000939816236,0.0035359999164938927,0.0034370000939816236,0.0035359999164938927,4,0.0041809999383986,0.004230000078678131,0.0027119999285787344,0.004224000032991171,189,0.003488000016659498,0.003488000016659498,0.003488000016659498,0.003488000016659498,0,0.0028379999566823244,0.0030410001054406166,0.002812999999150634,0.0028150000143796206,129
232,"$BOB $OPTI

community 📈🖍 https://t.co/mFP4oV30Bc",2023-06-18T10:20:18.000Z,0.0,0.0,1.0,OPTI,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
233,"$BOB had one of the greatest and biggest communities. Not sure why elon decided to ban while he had alot of interactions with it.

Lets wait and see how this turns out.",2023-06-18T08:37:55.000Z,0.108,0.143,0.748,BOB,0.0034370000939816236,0.0035359999164938927,0.0034370000939816236,0.0035359999164938927,4,0.0041809999383986,0.004230000078678131,0.0027119999285787344,0.004224000032991171,189,0.003488000016659498,0.003488000016659498,0.003488000016659498,0.003488000016659498,0,0.0028379999566823244,0.0030410001054406166,0.002812999999150634,0.0028150000143796206,129
234,"@AliensOnInj Appriciate guys. And goodluck 

$INJ is the future 👍📈",2023-06-17T21:00:05.000Z,0.0,0.0,1.0,INJ,6.06679105758667,6.5675458908081055,5.981597900390625,6.313762187957764,38259794,6.612432956695557,6.707533836364746,6.296176910400391,6.654325008392334,54568131,7.144826889038086,7.148808002471924,6.760048866271973,6.924039840698242,36398886,8.894877433776855,9.366072654724121,8.808669090270996,9.182483673095703,62178888
235,"$BOB gonna rip up. You heard it here 

Patience https://t.co/X1L5WPtsJ8",2023-06-17T13:24:09.000Z,0.0,0.0,1.0,BOB,0.0036180000752210617,0.003619000082835555,0.0034370000939816236,0.0034370000939816236,3,0.004226000048220158,0.004226999823004007,0.0027540000155568123,0.0041809999383986,93,0.003197999903932214,0.003488000016659498,0.003195999888703227,0.003488000016659498,56,0.0028280001133680344,0.002839999971911311,0.0028260000981390476,0.0028379999566823244,3
236,"Gm fam. 

Wizz portfolio dropping soon 📈

$inj $woo $fet $BOB $ator $opti $mlt $mtrg and more",2023-06-17T09:52:51.000Z,0.0,0.0,1.0,OPTI,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
237,"Gm fam. 

Wizz portfolio dropping soon 📈

$inj $woo $fet $BOB $ator $opti $mlt $mtrg and more",2023-06-17T09:52:51.000Z,0.0,0.0,1.0,INJ,6.06679105758667,6.5675458908081055,5.981597900390625,6.313762187957764,38259794,6.612432956695557,6.707533836364746,6.296176910400391,6.654325008392334,54568131,7.144826889038086,7.148808002471924,6.760048866271973,6.924039840698242,36398886,8.894877433776855,9.366072654724121,8.808669090270996,9.182483673095703,62178888
238,"Gm fam. 

Wizz portfolio dropping soon 📈

$inj $woo $fet $BOB $ator $opti $mlt $mtrg and more",2023-06-17T09:52:51.000Z,0.0,0.0,1.0,ATOR,0.2675119936466217,0.2826539874076843,0.25266700983047485,0.2549690008163452,410281,0.13407200574874878,0.13755600154399872,0.1272220015525818,0.13239599764347076,384959,0.36640700697898865,0.4041309952735901,0.3483090102672577,0.35843101143836975,648863,0.3797549903392792,0.4029630124568939,0.3571319878101349,0.4025700092315674,360035
239,"Gm fam. 

Wizz portfolio dropping soon 📈

$inj $woo $fet $BOB $ator $opti $mlt $mtrg and more",2023-06-17T09:52:51.000Z,0.0,0.0,1.0,BOB,0.0036180000752210617,0.003619000082835555,0.0034370000939816236,0.0034370000939816236,3,0.004226000048220158,0.004226999823004007,0.0027540000155568123,0.0041809999383986,93,0.003197999903932214,0.003488000016659498,0.003195999888703227,0.003488000016659498,56,0.0028280001133680344,0.002839999971911311,0.0028260000981390476,0.0028379999566823244,3
240,"Gm fam. 

Wizz portfolio dropping soon 📈

$inj $woo $fet $BOB $ator $opti $mlt $mtrg and more",2023-06-17T09:52:51.000Z,0.0,0.0,1.0,MLT,0.10343799740076065,0.10954800248146057,0.103084996342659,0.10805899649858475,307565,0.134784996509552,0.13608700037002563,0.12627500295639038,0.13074399530887604,385926,0.12193000316619873,0.12998199462890625,0.11888699978590012,0.12516699731349945,381552,0.10067500174045563,0.10089900344610214,0.09811600297689438,0.10044100135564804,280276
241,"Gm fam. 

Wizz portfolio dropping soon 📈

$inj $woo $fet $BOB $ator $opti $mlt $mtrg and more",2023-06-17T09:52:51.000Z,0.0,0.0,1.0,WOO,0.17883600294589996,0.19061799347400665,0.17840400338172913,0.18589900434017181,11355832,0.23993900418281555,0.24013499915599823,0.22554300725460052,0.22995899617671967,16784492,0.21827299892902374,0.21827299892902374,0.2041119933128357,0.20900100469589233,9637597,0.22367200255393982,0.23260299861431122,0.21901799738407135,0.22533699870109558,13759368
242,"Gm fam. 

Wizz portfolio dropping soon 📈

$inj $woo $fet $BOB $ator $opti $mlt $mtrg and more",2023-06-17T09:52:51.000Z,0.0,0.0,1.0,MTRG,1.8222219944000244,1.9478410482406616,1.8111120462417603,1.9332430362701416,176929,2.3794639110565186,2.3794639110565186,2.3120620250701904,2.3166120052337646,91796,2.191663980484009,2.1917459964752197,2.042836904525757,2.049048900604248,151555,1.9649499654769897,2.035459041595459,1.8797869682312012,1.938325047492981,183279
243,"Gm fam. 

Wizz portfolio dropping soon 📈

$inj $woo $fet $BOB $ator $opti $mlt $mtrg and more",2023-06-17T09:52:51.000Z,0.0,0.0,1.0,FET,0.19030000269412994,0.19996300339698792,0.18942900002002716,0.19762800633907318,24247119,0.25686800479888916,0.25824999809265137,0.24264000356197357,0.24717800319194794,29299485,0.23857900500297546,0.2401289939880371,0.223921999335289,0.2295359969139099,34590199,0.2359600067138672,0.2458840012550354,0.2295829951763153,0.23652499914169312,36054901
244,$INJ summer didnt even start https://t.co/lCOpqvTpeu,2023-06-16T18:05:15.000Z,0.0,0.0,1.0,INJ,5.874791145324707,6.146694183349609,5.786004066467285,6.064999103546143,46245887,6.149301052093506,6.731097221374512,6.002877235412598,6.613492012023926,67343211,6.974542140960693,7.416080951690674,6.966056823730469,7.144895076751709,47219247,9.30386734008789,9.558771133422852,8.857169151306152,8.895185470581055,52875188
245,"$WOO 
The future is bright. I have patience 

This Will run hard in a full blown bullmarket. https://t.co/VtlbVzsQTM",2023-06-16T16:02:06.000Z,0.158,0.077,0.765,WOO,0.17053499817848206,0.18115800619125366,0.1656460016965866,0.17882899940013885,11026780,0.23273900151252747,0.2438639998435974,0.22419099509716034,0.23992200195789337,20283181,0.20723600685596466,0.22500300407409668,0.20701999962329865,0.2182600051164627,13460709,0.231113001704216,0.23369599878787994,0.2228270024061203,0.22366900742053986,11216413
246,"Create max fud. Let everyone stay side lined

Run it back up 

Thats the plan.. see you above 30 k 
🔮 

$btc",2023-06-16T15:49:01.000Z,0.095,0.095,0.811,BTC,25575.283203125,26463.173828125,25245.357421875,26327.462890625,16324646965,27035.470703125,27465.927734375,26600.14453125,27398.802734375,15140006925,29896.3828125,31389.5390625,29845.21484375,30695.46875,24115570085,30297.47265625,30437.560546875,30089.669921875,30249.1328125,8516564470
247,Everyone cheering for $btc to go down is either mental retrded or want to go back working at mac donalds.,2023-06-16T15:03:42.000Z,0.204,0.0,0.796,BTC,25575.283203125,26463.173828125,25245.357421875,26327.462890625,16324646965,27035.470703125,27465.927734375,26600.14453125,27398.802734375,15140006925,29896.3828125,31389.5390625,29845.21484375,30695.46875,24115570085,30297.47265625,30437.560546875,30089.669921875,30249.1328125,8516564470
248,"$OCEAN Strong af 

$FET likely to follow soon",2023-06-16T08:17:46.000Z,0.32,0.0,0.68,OCEAN,0.33164799213409424,0.3436180055141449,0.32260099053382874,0.3336000144481659,55087031,0.3268280029296875,0.3362399935722351,0.31995299458503723,0.3356269896030426,12405277,0.3474560081958771,0.3675839900970459,0.3473089933395386,0.356904000043869,22219847,0.3834559917449951,0.40719500184059143,0.38052600622177124,0.38885998725891113,40424446
249,"$OCEAN Strong af 

$FET likely to follow soon",2023-06-16T08:17:46.000Z,0.32,0.0,0.68,FET,0.18253999948501587,0.19432799518108368,0.1808999925851822,0.19028499722480774,37033774,0.24462400376796722,0.2595129907131195,0.23830699920654297,0.25682100653648376,34885800,0.22912800312042236,0.24820999801158905,0.22910399734973907,0.23860199749469757,57544013,0.24154800176620483,0.24774999916553497,0.23565000295639038,0.23594599962234497,35493000
250,"The signs are here.

Few 

$btc https://t.co/yG37v7hTPw",2023-06-15T21:22:48.000Z,0.0,0.0,1.0,BTC,25121.673828125,25735.30859375,24797.16796875,25576.39453125,15837384409,27171.513671875,27299.3046875,26878.947265625,27036.650390625,12732238816,29995.935546875,30495.998046875,29679.158203125,29912.28125,20653160491,30331.783203125,30407.78125,30263.462890625,30295.806640625,8011667756
251,You Will buy my $inj bags at 3 digits. https://t.co/9OrAyeHqyf,2023-06-15T16:57:35.000Z,0.0,0.0,1.0,INJ,5.911416053771973,6.095408916473389,5.468201160430908,5.874585151672363,50621514,6.407158851623535,6.4420671463012695,6.026216983795166,6.147085189819336,41429473,7.156850814819336,7.383306980133057,6.951156139373779,6.975430965423584,53862761,9.44110107421875,9.443507194519043,8.98864459991455,9.297250747680664,49969361
252,"If you think this price action scared me remember i held coins such $luna back in time from under 0.20 all the way up until $85 $100 zone 

All dipps included.

Outperformed most trades. 

The upcoming cycle we Will do it again

Patience fam 🔮🤝",2023-06-15T16:00:04.000Z,0.0,0.063,0.937,LUNA,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
253,@BITCOINTRAPPER @ExplainThisBob Moon is programmed $BOB,2023-06-14T18:41:16.000Z,0.0,0.0,1.0,BOB,0.003657999914139509,0.003857000032439828,0.0034719998948276043,0.0034729999024420977,231,0.004567000083625317,0.00458399998024106,0.0042130001820623875,0.004342999774962664,514,0.0031950001139193773,0.0036780000664293766,0.0031880000606179237,0.0036780000664293766,70,0.002824000082910061,0.002824000082910061,0.0028119999915361404,0.002822000067681074,10
254,"$qrdo 

Risk reward is fine down here for me. Team is still working. 

New tokenomics approved by the community incoming. Along with some New partnerships aswell. 

Will hodl this for a while. https://t.co/plsns8zWVg",2023-06-13T21:38:08.000Z,0.216,0.055,0.729,QRDO,0.08529999852180481,0.11129599809646606,0.08049999922513962,0.10530400276184082,1412619,0.10311199724674225,0.10459499806165695,0.10140000283718109,0.10286799818277359,618068,0.0997140035033226,0.10430599749088287,0.09781699627637863,0.10249000042676926,1088325,0.08228699862957001,0.09001000225543976,0.08145499974489212,0.0874290019273758,1039554
255,"There is still people fading $INJ

Ngmi.",2023-06-13T19:11:18.000Z,0.0,0.0,1.0,INJ,5.668274879455566,6.107950210571289,5.604826927185059,6.0166850090026855,44230396,6.034402847290039,6.345205783843994,5.9160308837890625,6.099518775939941,36500364,6.150424003601074,6.752048969268799,6.052045822143555,6.741078853607178,56001444,7.981162071228027,8.772636413574219,7.862456798553467,8.772636413574219,74164000
256,"$INJ 

A year from now everyone and his mother wish they bought at this price. https://t.co/oPQejlMZay",2023-06-11T17:06:02.000Z,0.162,0.0,0.838,INJ,5.697656154632568,5.927227973937988,5.45271110534668,5.726356029510498,50173069,5.80665922164917,6.1530280113220215,5.622379779815674,6.139012813568115,80263692,6.313469886779785,6.339550018310547,5.967891216278076,5.981706142425537,31382407,8.12016773223877,8.38197135925293,8.00717830657959,8.01002311706543,29067430
257,Have to admit $xrp strong af. 13th of june court ?,2023-06-11T10:11:57.000Z,0.389,0.0,0.611,XRP,0.5081899762153625,0.5283970236778259,0.504347026348114,0.5212209820747375,828115958,0.42180299758911133,0.439969003200531,0.4177199900150299,0.43071800470352173,1174284548,0.4797869920730591,0.49669700860977173,0.4765709936618805,0.4875729978084564,743984056,0.47768500447273254,0.4782879948616028,0.47180798649787903,0.47571900486946106,645625637
258,"Gm friends.

30 degrees in holland. This days you shouldnt stress about your crypto.

It Will be fine if your invested in the right projects 

$FET $woo $inj the golden tripple 

🤝",2023-06-11T08:40:41.000Z,0.205,0.0,0.795,INJ,5.697656154632568,5.927227973937988,5.45271110534668,5.726356029510498,50173069,5.80665922164917,6.1530280113220215,5.622379779815674,6.139012813568115,80263692,6.313469886779785,6.339550018310547,5.967891216278076,5.981706142425537,31382407,8.12016773223877,8.38197135925293,8.00717830657959,8.01002311706543,29067430
259,"Gm friends.

30 degrees in holland. This days you shouldnt stress about your crypto.

It Will be fine if your invested in the right projects 

$FET $woo $inj the golden tripple 

🤝",2023-06-11T08:40:41.000Z,0.205,0.0,0.795,WOO,0.17503899335861206,0.17900599539279938,0.17089100182056427,0.17465199530124664,10083138,0.22586099803447723,0.2348729968070984,0.21684400737285614,0.234825998544693,27897843,0.1859010010957718,0.1890220046043396,0.1809539943933487,0.18110400438308716,7700563,0.22366200387477875,0.22510600090026855,0.22044000029563904,0.22312000393867493,6921917
260,"Gm friends.

30 degrees in holland. This days you shouldnt stress about your crypto.

It Will be fine if your invested in the right projects 

$FET $woo $inj the golden tripple 

🤝",2023-06-11T08:40:41.000Z,0.205,0.0,0.795,FET,0.18889200687408447,0.18957099318504333,0.18087700009346008,0.18311600387096405,30504757,0.2420250028371811,0.24606899917125702,0.23048000037670135,0.24547700583934784,37237928,0.1976030021905899,0.1976030021905899,0.182669997215271,0.18322999775409698,28836777,0.2150679975748062,0.21870499849319458,0.2121649980545044,0.21366100013256073,18434644
261,"Everyone wants to buy $INJ cheap so they posting charts with $2 and $1 targets. 

Thats called missing the boat and hoping your bids getting filled so you  can ride it up cauz it Will be the next big thing.

Few",2023-06-10T22:24:39.000Z,0.064,0.05,0.886,INJ,6.905494213104248,6.907289028167725,5.446409225463867,5.698092937469482,91908191,6.663437843322754,6.663437843322754,5.661261081695557,5.8081560134887695,73912545,6.06679105758667,6.5675458908081055,5.981597900390625,6.313762187957764,38259794,8.20392894744873,8.263237953186035,7.814126014709473,8.118770599365234,42019628
262,"I am totally not worried about my longterm investments. When we turn Bulla mode

$INJ $WOO $FET $OPTI $BOB $MTRG $MLT $ATOR Will outperform everything.

Holding some other projects aswell 

Patience 🤝🔮",2023-06-09T17:27:47.000Z,0.067,0.0,0.933,OPTI,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
263,"I am totally not worried about my longterm investments. When we turn Bulla mode

$INJ $WOO $FET $OPTI $BOB $MTRG $MLT $ATOR Will outperform everything.

Holding some other projects aswell 

Patience 🤝🔮",2023-06-09T17:27:47.000Z,0.067,0.0,0.933,INJ,6.95727014541626,7.158664226531982,6.849102973937988,6.905056953430176,32929744,6.291587829589844,6.870756149291992,6.180102825164795,6.6632280349731445,95268081,5.874791145324707,6.146694183349609,5.786004066467285,6.064999103546143,46245887,8.060437202453613,8.445717811584473,8.046660423278809,8.202787399291992,45611505
264,"I am totally not worried about my longterm investments. When we turn Bulla mode

$INJ $WOO $FET $OPTI $BOB $MTRG $MLT $ATOR Will outperform everything.

Holding some other projects aswell 

Patience 🤝🔮",2023-06-09T17:27:47.000Z,0.067,0.0,0.933,ATOR,0.28150901198387146,0.3167090117931366,0.2787329852581024,0.29730498790740967,656758,0.15376399457454681,0.17325399816036224,0.1462399959564209,0.14818699657917023,533189,0.2664479911327362,0.2705349922180176,0.25764200091362,0.2675360143184662,352262,0.4573709964752197,0.5124670267105103,0.45722299814224243,0.49157899618148804,449896
265,"I am totally not worried about my longterm investments. When we turn Bulla mode

$INJ $WOO $FET $OPTI $BOB $MTRG $MLT $ATOR Will outperform everything.

Holding some other projects aswell 

Patience 🤝🔮",2023-06-09T17:27:47.000Z,0.067,0.0,0.933,BOB,0.004176000133156776,0.004226000048220158,0.003611000021919608,0.0036430000327527523,368,0.004178999923169613,0.004311999771744013,0.004058999940752983,0.004095000214874744,455,0.0036299999337643385,0.0036410000175237656,0.0036170000676065683,0.003619000082835555,71,0.0033289999701082706,0.0033289999701082706,0.002991999965161085,0.0030060000717639923,3
266,"I am totally not worried about my longterm investments. When we turn Bulla mode

$INJ $WOO $FET $OPTI $BOB $MTRG $MLT $ATOR Will outperform everything.

Holding some other projects aswell 

Patience 🤝🔮",2023-06-09T17:27:47.000Z,0.067,0.0,0.933,MLT,0.11043599992990494,0.11070799827575684,0.10519599914550781,0.10583200305700302,210748,0.15071700513362885,0.15620599687099457,0.14731499552726746,0.14747999608516693,454074,0.1016319990158081,0.10439399629831314,0.10029300302267075,0.1034419983625412,291201,0.10989999771118164,0.11193999648094177,0.10895799845457077,0.11122599989175797,275403
